query_id,query,recall_at_top10,num_relevant_chunks,num_total_candidates,std_norm_top10,entropy_norm_top10,slope_norm_top10,top_vs_rest_ratio_top10,section_diversity_top10,query_token_len,num_top_candidates
52,Jak fungují kanály nezávislé výkonové ochrany (NVO)?,1.0,2,10,0.3114021805609482,1.9563232949016027,-0.10654155271299992,2.986381602851563,0.6,7,10
53,Jaká je funkce bezpečnostního řetězce?,1.0,2,10,0.33374021816412763,1.5250025798641413,-0.09641848852680757,6.134007669124577,0.8,5,10
54,Jaké jsou bezpečnostní úrovně pro výkon a rychlost změny výkonu?,1.0,1,10,0.2909598809318128,1.7327590379604072,-0.08657369442684983,5.9053323604083445,0.7,10,10
55,Jaké jsou varovné úrovně systému řízení?,0.0,1,10,0.2902455937673788,1.7446083427085024,-0.0885929727775661,5.574083425405758,0.9,6,10
56,Co tvoří rozhraní člověk-stroj (HMI) reaktoru?,1.0,4,10,0.2935853096721641,1.783686117728047,-0.08983710570304136,5.239660719591666,0.8,6,10
57,Jak je řešeno zálohované napájení reaktoru (UPS)?,1.0,5,10,0.35998262306365963,1.9609226077801547,-0.12174683979831352,2.462776682557147,0.6,7,10
58,Jak je zajištěna diverzita mezi kanály PMV a NVO?,1.0,3,10,0.29691735665461155,1.7250115066540437,-0.09136567530508778,5.441535751318124,0.7,9,10
59,Jaké systémy přenosu dat se používají v SOŘ?,1.0,4,10,0.36828209706483367,1.9538988882901782,-0.12259852366805962,2.3820106929673623,1.0,8,10
60,Jak je řešeno skladování jaderného paliva (suchý sklad)?,1.0,2,10,0.2735946791513277,1.9915443357050215,-0.0890426534984504,3.5330373225032106,0.9,8,10
61,Jaká je podkritičnost trezorů a chrániliště paliva?,1.0,3,10,0.2972131667170179,1.7130432541786615,-0.09099858897411874,5.627016787172021,0.9,7,10
62,Jak funguje demineralizační stanice?,1.0,3,10,0.2974122824909436,1.8535995213659227,-0.09690623280701546,4.153556008669092,0.8,4,10
63,K čemu se používá stlačený vzduch na reaktoru?,0.0,1,10,0.32424286742463587,2.0159906338327724,-0.11228285446695697,2.3581594605464136,0.9,8,10
64,Jak je řešena vzduchotechnika a aktivní odtah?,0.5,4,10,0.3413615339622945,1.7926267427432279,-0.11009119195009753,3.7848352822095666,0.9,7,10
65,Jaká jsou protipožární opatření na reaktoru?,0.8,5,10,0.3625775001303437,1.9374127924844937,-0.11949960757591722,2.5872348124267877,0.6,6,10
66,Jaké komunikační prostředky jsou na reaktoru k dispozici?,1.0,3,10,0.3095486816580103,2.039134342377837,-0.10467763246048173,2.513719692415921,1.0,8,10
67,Jak je využíván reaktor pro výuku studentů?,0.5,4,10,0.37753624359983007,1.9937545467562214,-0.12805882961891207,2.052414973295108,0.8,7,10
68,Jaké experimentální úlohy se na reaktoru provádějí?,0.2,5,10,0.3759344754297142,1.6842042188006998,-0.12256098932589948,3.501121963389245,0.8,7,10
69,Jaké experimentální vybavení je na reaktoru k dispozici?,0.6666666666666666,3,10,0.32360392362824036,1.9538277345394781,-0.10649431726861729,3.049955401582468,0.8,8,10
70,Popiš zařízení 'Dojička' pro studium zpožděných neutronů.,1.0,2,10,0.2726224781578883,1.696841978139619,-0.0653360773495744,8.871265413932406,0.8,7,10
71,Popiš zařízení 'Bublinky' pro studium vlivu varu.,1.0,2,10,0.35451911731590435,1.7546361531919414,-0.11578472235380821,3.6285564782651814,0.9,7,10
72,Popiš zařízení 'Hopík' pro studium dynamiky.,1.0,2,10,0.29355400458494363,1.6690125071460615,-0.08757679804530667,6.285266881429563,0.7,6,10
73,Jaké jsou cíle radiační ochrany na pracovišti?,1.0,2,10,0.2827011236841812,1.8125318191800885,-0.08465812265113724,5.453059518427752,0.9,7,10
74,Jaké jsou principy optimalizace radiační ochrany na VR-1?,1.0,3,10,0.2760401044344903,1.8799471623653723,-0.0835206279361119,4.816581764930783,0.7,8,10
75,Kdo zodpovídá za radiační ochranu na pracovišti?,1.0,4,10,0.3512429924114126,1.9254561075519714,-0.1206020371837317,2.6354094533320893,0.8,7,10
76,Jak je vymezeno kontrolované a sledované pásmo?,0.5,4,10,0.38936693894610086,1.9553555889416663,-0.1303524025240227,2.1349582953464523,0.9,7,10
77,Jaké zdroje ionizujícího záření se na pracovišti vyskytují?,0.2857142857142857,7,10,0.2803110115414068,1.902862177115224,-0.08605114663267747,4.559306961225097,0.8,8,10
78,Jak probíhá monitorování pracoviště a osob?,0.8,5,10,0.3379019836703571,1.9611799480380143,-0.11317557829705543,2.7159505064828813,0.8,6,10
79,Jaké jsou referenční úrovně RMS?,0.0,3,10,0.4066638944105381,1.829473286140333,-0.13589467471060895,2.5124436348006594,0.8,5,10
80,Jak se nakládá s radioaktivními odpady?,0.25,4,10,0.2874997887562945,1.8532453138804694,-0.09206126722377081,4.333804622849743,1.0,6,10
81,Jaká je organizační struktura provozovatele reaktoru?,0.4,5,10,0.2848518890367178,1.7557703189845137,-0.08507130708221582,5.866045988652486,0.8,6,10
82,Jaké jsou povinnosti vedoucího KJR?,1.0,2,10,0.3588997325224302,1.7561280998987108,-0.11507692867982319,3.706758538947925,0.7,5,10
83,Jaké jsou povinnosti vedoucího provozu reaktoru?,1.0,2,10,0.2718123006801481,1.977739326861084,-0.08618516633358621,3.613751425249005,0.9,6,10
84,Jaké jsou povinnosti vedoucího směny?,1.0,2,10,0.3552762650070882,1.9497609763877155,-0.12180196173197785,2.3134890824461625,0.9,5,10
85,Jaké jsou povinnosti operátora reaktoru?,1.0,1,10,0.2931250310100976,1.9576913448120754,-0.0941323048099848,3.58708357870231,0.8,5,10
86,Jak probíhá směnový provoz reaktoru?,0.5,2,10,0.2764486819221016,1.969035636007284,-0.08895810974490423,3.6487534640039883,0.7,5,10
87,Co obsahuje směnový příkaz?,1.0,2,10,0.29770162612559015,1.7541504973178739,-0.09409587894934225,5.023653125789205,0.9,4,10
88,Jak probíhá odborná příprava pracovníků?,0.4,5,10,0.3444850598946463,1.7670753255924034,-0.11390791581433973,3.5327095924688554,0.8,5,10
89,Jak je řízena údržba a provozní kontroly?,0.3333333333333333,6,10,0.3295029445330911,1.8386470219807447,-0.11010328976548577,3.4849290612645163,0.9,7,10
90,Jak jsou řízeny změny na reaktoru a experimenty?,0.8,5,10,0.37952750680078823,1.7600197697600366,-0.1263683243397299,2.987771860817938,0.7,8,10
91,Jak je řízena dokumentace reaktoru (úrovně dokumentace)?,0.6,5,10,0.3267627348167157,1.9590757833000128,-0.11175412833573987,2.733429645608764,0.8,7,10
92,Jaké vnitřní předpisy (dílčí provozní předpisy) jsou na reaktoru zavedeny?,1.0,3,10,0.3350564964182858,1.7532376830826433,-0.10369844020067888,4.366365927422083,0.6,10,10
93,Jak je řízeno stárnutí zařízení (program řízeného stárnutí)?,0.75,4,10,0.2931030414961393,1.7740014749093036,-0.0919030907942672,4.999315223486241,0.9,8,10
94,Jak funguje systém zpětné vazby?,0.6666666666666666,3,10,0.26249791708974407,1.9942796347937535,-0.08082573337383119,3.9221771771990968,0.8,5,10
95,Jaká je role komise pro bezpečný provoz reaktoru?,0.75,4,10,0.34431658062893655,2.0618288575335186,-0.11733652610018094,1.9462305018464912,0.8,8,10
96,Jak je zajištěna evidence a kontrola jaderných materiálů?,1.0,3,10,0.2911668892709182,1.8857016688748036,-0.09482932014654771,3.981251828656729,0.8,8,10
97,Jaký je vliv provozu reaktoru na životní prostředí a okolí?,0.0,3,10,0.33357062428196094,1.8589089640613028,-0.11203204063208458,3.3387503134948147,0.9,10,10
98,Jaké jsou základní projektové události v bezpečnostních analýzách?,0.75,4,10,0.275870176311656,1.9441425210462357,-0.08564685441308921,4.065565128546674,0.8,8,10
99,Jaké jsou kritéria přijatelnosti pro palivo při nehodách?,0.3333333333333333,3,10,0.30703527846661954,1.7126858690809095,-0.09019195492560729,5.637097431444991,0.9,8,10
100,Co se stane při zavedení kladné reaktivity (událost č. 1 a 2)?,0.4,5,10,0.35577826992232536,1.9487709967834415,-0.12189730956849974,2.42233559301478,0.8,12,10
101,Jaké jsou rozšířené projektové podmínky a jejich zvládání?,0.6,5,10,0.34508749104676173,1.886314645297424,-0.11505271438127632,3.09243692731279,0.9,8,10
102,Jaká je struktura a obsah Limitů a podmínek?,0.8333333333333334,6,10,0.34740171875054293,1.8470535883465289,-0.11853252473423868,2.988013955284516,0.8,8,10
103,"Jak je nastaven systém řízení reaktoru (odpovědnosti, procesy)?",0.2,5,10,0.38104451900747865,1.8918159957100276,-0.1294021565993432,2.520215543545428,0.9,8,10
104,Jak je uplatňován odstupňovaný přístup v systému řízení?,1.0,3,10,0.3131874036319818,1.8515700132920092,-0.10246286552165262,3.899323649072408,0.8,8,10
105,Jak je řízena a rozvíjena kultura bezpečnosti?,0.5,4,10,0.34204291313336066,1.907560297878819,-0.11097154411377336,3.1475298433797465,0.7,7,10
106,Jak probíhá hodnocení účinnosti systému řízení?,0.7142857142857143,7,10,0.31289160660220877,1.9380069742078028,-0.10400340795038937,3.2894482643863583,0.8,6,10
107,Jaká je koncepce a plán vyřazování reaktoru z provozu?,0.0,5,10,0.32771321470827514,2.0196986245677517,-0.11343606840696933,2.277435630091844,0.9,9,10
108,Jaké technické prostředky slouží ke zvládání radiační mimořádné události?,0.4,5,10,0.33130280703674647,1.9956542708620473,-0.11430116696843777,2.417053170642796,0.9,9,10
